111 1.11  0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
  -16    29.000	0.83206	0.82699	0.82081	0.81516	0.80831	0.80252	0.79587	0.78951	0.78376
  -16    30.000	0.83665	0.83048	0.82554	0.81960	0.81233	0.80684	0.79928	0.79361	0.78705
  -16    31.000	0.83866	0.83440	0.82923	0.82302	0.81687	0.81031	0.80392	0.79715	0.79043
  -16    32.000	0.84117	0.83770	0.83217	0.82662	0.82105	0.81349	0.80800	0.80021	0.79443
  -16    33.000	0.84411	0.84030	0.83513	0.83016	0.82430	0.81716	0.81165	0.80362	0.79775
  -16    34.000	0.84733	0.84209	0.83781	0.83276	0.82746	0.82073	0.81436	0.80745	0.80065
  -16    35.000	0.85005	0.84460	0.84016	0.83446	0.83011	0.82380	0.81758	0.81109	0.80363
  -16    36.000	0.85198	0.84642	0.84203	0.83659	0.83232	0.82651	0.81982	0.81368	0.80693
  -16    37.000	0.85442	0.84929	0.84307	0.83904	0.83346	0.82896	0.82297	0.81643	0.81019
  -16    38.000	0.85697	0.85167	0.84587	0.84046	0.83510	0.83093	0.82478	0.81890	0.81200
  -16    39.000	0.85999	0.85402	0.84730	0.84325	0.83661	0.83259	0.82709	0.82093	0.81468
  -16    40.000	0.86194	0.85661	0.84940	0.84468	0.83867	0.83360	0.82838	0.82321	0.81652
  -16    41.000	0.86347	0.85918	0.85192	0.84636	0.84052	0.83442	0.82974	0.82473	0.81826
  -16    42.000	0.86610	0.86135	0.85377	0.84809	0.84225	0.83608	0.83094	0.82574	0.81969
  -16    43.000	0.86853	0.86391	0.85602	0.84995	0.84375	0.83797	0.83187	0.82674	0.82145
  -16    44.000	0.87120	0.86603	0.85820	0.85223	0.84553	0.83947	0.83282	0.82775	0.82219
  -16    45.000	0.87386	0.86817	0.86075	0.85382	0.84715	0.84149	0.83433	0.82901	0.82373
  -16    46.000	0.87668	0.86909	0.86351	0.85563	0.84897	0.84234	0.83667	0.82911	0.82487
  -16    47.000	0.87830	0.87130	0.86528	0.85705	0.85153	0.84294	0.83843	0.82994	0.82546
  -16    48.000	0.87948	0.87430	0.86789	0.85923	0.85332	0.84505	0.84008	0.83125	0.82724
  -16    49.000	0.88250	0.87674	0.86922	0.86236	0.85446	0.84682	0.84152	0.83301	0.82797
  -16    50.000	0.88520	0.87882	0.87051	0.86458	0.85667	0.84857	0.84274	0.83512	0.82852
  -16    51.000	0.88781	0.88002	0.87211	0.86645	0.85821	0.85083	0.84408	0.83701	0.82957
  -16    52.000	0.88869	0.88280	0.87423	0.86867	0.86043	0.85216	0.84539	0.83864	0.83107
  -16    53.000	0.88975	0.88486	0.87623	0.87059	0.86240	0.85408	0.84713	0.83979	0.83269
  -16    54.000	0.89090	0.88779	0.87728	0.87196	0.86465	0.85546	0.84979	0.84120	0.83466
  -16    55.000	0.89138	0.89017	0.87879	0.87271	0.86717	0.85715	0.85112	0.84261	0.83660
  -16    56.000	0.89092	0.89106	0.88136	0.87432	0.86929	0.85924	0.85235	0.84399	0.83805
  -16    57.000	0.89041	0.89112	0.88342	0.87601	0.87034	0.86178	0.85431	0.84532	0.83933
  -16    58.000	0.89215	0.89179	0.88512	0.87758	0.87176	0.86276	0.85606	0.84798	0.84042
  -16    59.000	0.89379	0.89211	0.88699	0.87837	0.87307	0.86539	0.85751	0.84901	0.84238
  -16    60.000	0.89482	0.89115	0.88815	0.88028	0.87344	0.86789	0.85956	0.84968	0.84413
